id,rank,discipline,sex,salary
14849,Prof,B,Male,167284
14850,Prof,B,Male,130664
14851,AssocProf,B,Male,101210
14852,Prof,B,Male,181257
14853,AsstProf,B,Male,91227
14854,Prof,B,Male,151575
14855,Prof,B,Male,93164
14856,Prof,B,Male,134185
14857,AssocProf,B,Male,105000
14858,Prof,B,Male,111751
14859,AssocProf,B,Male,95436
14860,AssocProf,B,Male,100944
14861,Prof,B,Male,147349
14862,AsstProf,B,Female,92000
14863,Prof,B,Male,142467
14864,Prof,B,Male,141136
14865,AssocProf,B,Male,100000
14866,Prof,B,Male,150000
14867,Prof,B,Male,101000
14868,Prof,B,Male,134000
14869,AssocProf,B,Female,103750
14870,Prof,B,Male,107500
14871,AssocProf,B,Male,106300
14872,Prof,B,Male,153750
14873,Prof,B,Male,180000
14874,Prof,B,Male,133700
14875,Prof,B,Male,122100
14876,AssocProf,B,Male,86250
14877,AssocProf,B,Male,90000
14878,AssocProf,B,Male,113600
14879,AsstProf,B,Male,92700
14880,AsstProf,B,Male,92000
14881,Prof,B,Male,189409
14882,Prof,B,Male,114500
14883,AsstProf,B,Male,92700
14884,Prof,B,Male,119700
14885,Prof,B,Male,160400
14886,Prof,B,Male,152500
14887,Prof,B,Male,165000
14888,Prof,B,Male,96545
14889,Prof,B,Male,162200
14890,Prof,B,Male,120000
14891,AsstProf,B,Male,91300
14892,Prof,B,Male,163200
14893,AsstProf,B,Male,91000
14894,Prof,B,Male,111350
14895,Prof,B,Male,128400
14896,Prof,B,Male,126200
14897,AssocProf,B,Male,118700
14898,Prof,B,Male,145350
14899,Prof,B,Male,146000
14900,AssocProf,B,Male,105350
14901,AssocProf,B,Female,109650
14902,Prof,B,Male,119500
14903,Prof,B,Male,170000
14904,Prof,B,Male,145200
14905,AssocProf,B,Male,107150
14906,Prof,B,Male,129600
14907,Prof,A,Male,87800
14908,Prof,A,Male,122400
14909,AsstProf,A,Male,63900
14910,AssocProf,A,Male,70000
14911,Prof,A,Male,88175
14912,Prof,A,Male,133900
14913,Prof,A,Female,91000
14914,AssocProf,A,Female,73300
14915,Prof,A,Male,148750
14916,Prof,A,Female,117555
14917,AsstProf,A,Male,69700
14918,Prof,A,Male,81700
14919,Prof,A,Male,114000
14920,AsstProf,A,Female,63100
14921,Prof,A,Male,77202
14922,Prof,A,Male,96200
14923,AsstProf,A,Male,69200
14924,Prof,A,Male,122875
14925,Prof,A,Male,102600
14926,Prof,A,Male,108200
14927,Prof,A,Male,84273
14928,Prof,A,Female,90450
14929,Prof,A,Male,91100
14930,Prof,A,Male,101100
14931,Prof,A,Male,128800
14932,Prof,A,Male,204000
14933,Prof,A,Male,109000
14934,Prof,A,Male,102000
14935,Prof,A,Male,132000
14936,AsstProf,A,Female,77500
14937,Prof,A,Female,116450
14938,AssocProf,A,Male,83000
14939,Prof,A,Male,140300
14940,AssocProf,A,Male,74000
14941,AsstProf,A,Male,73800
14942,Prof,A,Male,92550
14943,AssocProf,A,Male,88600
14944,Prof,A,Male,107550
14945,Prof,A,Male,121200
14946,Prof,A,Male,126000
14947,Prof,A,Male,99000
14948,Prof,A,Male,134800
14949,Prof,A,Male,143940
14950,Prof,A,Male,104350
14951,Prof,A,Male,89650
14952,Prof,A,Male,103700
14953,Prof,A,Male,143250
14954,Prof,A,Male,194800
14955,AsstProf,A,Male,73000
14956,AsstProf,A,Male,74000
14957,AsstProf,A,Female,78500
14958,Prof,A,Male,93000
14959,Prof,A,Male,107200
14960,Prof,A,Male,163200
14961,Prof,A,Male,107100
14962,Prof,A,Male,100600
14963,Prof,A,Male,136500
14964,Prof,A,Male,103600
14965,Prof,A,Male,57800
14966,Prof,A,Male,155865
14967,AssocProf,A,Male,88650
14968,AssocProf,A,Male,81800
14969,Prof,A,Male,115800
14970,AsstProf,A,Male,85000
14971,Prof,A,Male,150500
14972,AsstProf,A,Male,74000
14973,Prof,A,Male,174500
14974,Prof,A,Male,168500
14975,Prof,A,Male,183800
14976,AssocProf,A,Male,104800
14977,Prof,A,Male,107300
14978,Prof,A,Male,97150
14979,Prof,A,Male,126300
14980,Prof,A,Male,148800
14981,Prof,A,Male,72300
14982,AssocProf,A,Male,70700
14983,Prof,A,Male,88600
14984,Prof,A,Male,127100
14985,Prof,A,Male,170500
14986,Prof,A,Male,105260
14987,Prof,A,Male,144050
14988,Prof,A,Male,111350
14989,AsstProf,A,Male,74500
14990,Prof,A,Male,122500
14991,AsstProf,A,Male,74000
14992,Prof,A,Male,166800
14993,Prof,A,Male,92050
14994,Prof,A,Male,108100
14995,Prof,A,Male,94350
14996,Prof,A,Male,100351
14997,Prof,A,Male,146800
14998,AsstProf,B,Male,84716
14999,AssocProf,B,Female,71065
15000,Prof,B,Male,67559
15001,Prof,B,Male,134550
15002,Prof,B,Male,135027
15003,Prof,B,Male,104428
15004,AssocProf,B,Male,95642
15005,AssocProf,B,Male,126431
15006,Prof,B,Female,161101
15007,Prof,B,Male,162221
15008,AsstProf,B,Male,84500
15009,Prof,B,Male,124714
15010,Prof,B,Male,151650
15011,AssocProf,B,Male,99247
15012,Prof,B,Male,134778
15013,Prof,B,Male,192253
15014,Prof,B,Male,116518
15015,Prof,B,Female,105450
15016,Prof,B,Male,145098
15017,AssocProf,B,Female,104542
15018,Prof,B,Male,151445
15019,Prof,B,Male,98053
15020,Prof,B,Male,145000
15021,Prof,B,Male,128464
15022,Prof,B,Male,137317
15023,Prof,B,Male,106231
15024,Prof,B,Female,124312
15025,Prof,B,Male,114596
15026,Prof,B,Male,162150
15027,Prof,B,Male,150376
15028,Prof,B,Male,107986
15029,Prof,B,Male,142023
15030,Prof,B,Male,128250
15031,AsstProf,B,Male,80139
15032,Prof,B,Male,144309
15033,Prof,B,Male,186960
15034,Prof,B,Male,93519
15035,Prof,B,Male,142500
15036,Prof,B,Male,138000
15037,AsstProf,B,Male,83600
15038,Prof,B,Male,145028
15039,Prof,A,Male,88709
15040,Prof,A,Male,107309
15041,Prof,A,Female,109954
15042,AsstProf,A,Male,78785
15043,Prof,A,Male,121946
15044,Prof,A,Female,109646
15045,Prof,A,Male,138771
15046,AssocProf,A,Male,81285
15047,Prof,A,Male,205500
15048,Prof,A,Male,101036
15049,Prof,A,Male,115435
15050,AssocProf,A,Male,108413
15051,Prof,A,Male,131950
15052,Prof,A,Male,134690
15053,AssocProf,A,Male,78182
15054,Prof,A,Male,110515
15055,Prof,A,Male,109707
15056,Prof,A,Male,136660
15057,Prof,A,Male,103275
15058,Prof,A,Male,103649
15059,AsstProf,A,Male,74856
15060,AsstProf,A,Male,77081
15061,Prof,A,Male,150680
15062,AssocProf,A,Male,104121
15063,AsstProf,A,Male,75996
15064,Prof,A,Male,172505
15065,AssocProf,A,Male,86895
15066,Prof,A,Male,105000
15067,Prof,A,Male,125192
15068,Prof,A,Male,114330
15069,Prof,A,Male,139219
15070,Prof,A,Male,109305
15071,Prof,A,Male,119450
15072,Prof,A,Male,186023
15073,Prof,A,Male,166605
15074,Prof,A,Male,151292
15075,Prof,A,Male,103106
15076,Prof,A,Male,150564
15077,Prof,A,Male,101738
15078,Prof,A,Male,95329
15079,AsstProf,A,Male,81035
15080,Prof,A,Male,102000
15081,Prof,A,Male,132000
15082,AsstProf,A,Female,77500
15083,Prof,A,Female,116450
15084,AssocProf,A,Male,83000
15085,Prof,A,Male,140300
15086,AssocProf,A,Male,74000
15087,AsstProf,A,Male,73800
15088,Prof,A,Male,92550
15089,AssocProf,A,Male,88600
15090,Prof,A,Male,107550
15091,Prof,A,Male,121200
15092,Prof,A,Male,126000
15093,Prof,A,Male,99000
15094,Prof,A,Male,134800
15095,Prof,A,Male,143940
15096,Prof,A,Male,104350
15097,Prof,A,Male,89650
15098,Prof,A,Male,103700
15099,Prof,A,Male,143250
15100,Prof,A,Male,194800
15101,AsstProf,A,Male,73000
15102,AsstProf,A,Male,74000
15103,AsstProf,A,Female,78500
15104,Prof,A,Male,93000
15105,Prof,A,Male,107200
15106,Prof,A,Male,163200
15107,Prof,A,Male,107100
15108,Prof,A,Male,100600
15109,Prof,A,Male,136500
15110,Prof,A,Male,103600
15111,Prof,A,Male,57800
15112,Prof,A,Male,155865
15113,AssocProf,A,Male,88650
15114,AssocProf,A,Male,81800
15115,Prof,A,Male,115800
15116,AsstProf,A,Male,85000
15117,Prof,A,Male,150500
15118,AsstProf,A,Male,74000
15119,Prof,A,Male,174500
15120,Prof,A,Male,168500
15121,Prof,A,Male,183800
15122,AssocProf,A,Male,104800
15123,Prof,A,Male,107300
15124,Prof,A,Male,97150
15125,Prof,A,Male,126300
15126,Prof,A,Male,148800
15127,Prof,A,Male,72300
15128,AssocProf,A,Male,70700
15129,Prof,A,Male,88600
15130,Prof,A,Male,127100
15131,Prof,A,Male,170500
15132,Prof,A,Male,105260
15133,Prof,A,Male,144050
15134,Prof,A,Male,111350
15135,AsstProf,A,Male,74500
15136,Prof,A,Male,122500
15137,AsstProf,A,Male,74000
15138,Prof,A,Male,166800
15139,Prof,A,Male,92050
15140,Prof,A,Male,108100
15141,Prof,A,Male,94350
15142,Prof,A,Male,100351
15143,Prof,A,Male,146800
15144,AsstProf,B,Male,84716
15145,AssocProf,B,Female,71065
15146,Prof,B,Male,67559
15147,Prof,B,Male,134550
15148,Prof,B,Male,135027
15149,Prof,B,Male,104428
15150,AssocProf,B,Male,95642
15151,AssocProf,B,Male,126431
15152,Prof,B,Female,161101
15153,Prof,B,Male,162221
15154,AsstProf,B,Male,84500
15155,Prof,B,Male,124714
15156,Prof,B,Male,151650
15157,AssocProf,B,Male,99247
15158,Prof,B,Male,134778
15159,Prof,B,Male,192253
15160,Prof,B,Male,116518
15161,Prof,B,Female,105450
15162,Prof,B,Male,145098
15163,AssocProf,B,Female,104542
15164,Prof,B,Male,151445
15165,Prof,B,Male,98053
15166,Prof,B,Male,145000
15167,Prof,B,Male,128464
15168,Prof,B,Male,137317
15169,Prof,B,Male,106231
15170,Prof,B,Female,124312
15171,Prof,B,Male,114596
15172,Prof,B,Male,162150
15173,Prof,B,Male,150376
15174,Prof,B,Male,107986
15175,Prof,B,Male,142023
15176,Prof,B,Male,128250
15177,AsstProf,B,Male,80139
15178,Prof,B,Male,144309
15179,Prof,B,Male,186960
15180,Prof,B,Male,93519
15181,Prof,B,Male,142500
15182,Prof,B,Male,138000
15183,AsstProf,B,Male,83600
15184,Prof,B,Male,145028
15185,Prof,A,Male,88709
15186,Prof,A,Male,107309
15187,Prof,A,Female,109954
15188,AsstProf,A,Male,78785
15189,Prof,A,Male,121946
15190,Prof,A,Female,109646
15191,Prof,A,Male,138771
15192,AssocProf,A,Male,81285
15193,Prof,A,Male,205500
15194,Prof,B,Male,150376
15195,Prof,B,Male,107986
15196,Prof,B,Male,142023
15197,Prof,B,Male,128250
15198,AsstProf,B,Male,80139
15199,Prof,B,Male,144309
15200,Prof,B,Male,186960
15201,Prof,B,Male,93519
15202,Prof,B,Male,142500
15203,Prof,B,Male,138000
15204,AsstProf,B,Male,83600
15205,Prof,B,Male,145028
15206,Prof,A,Male,88709
15207,Prof,A,Male,107309
15208,Prof,A,Female,109954
15209,AsstProf,A,Male,78785
15210,Prof,A,Male,121946
15211,Prof,A,Female,109646
15212,Prof,A,Male,138771
15213,AssocProf,A,Male,81285
15214,Prof,A,Male,205500
15215,Prof,A,Male,101036
15216,Prof,A,Male,115435
15217,AssocProf,A,Male,108413
15218,Prof,A,Male,131950
15219,Prof,A,Male,134690
15220,AssocProf,A,Male,78182
15221,Prof,A,Male,110515
15222,Prof,A,Male,109707
15223,Prof,A,Male,136660
15224,Prof,A,Male,103275
15225,Prof,A,Male,103649
15226,AsstProf,A,Male,74856
15227,AsstProf,A,Male,77081
15228,Prof,A,Male,150680
15229,AssocProf,A,Male,104121
15230,AsstProf,A,Male,75996
15231,Prof,A,Male,172505
15232,AssocProf,A,Male,86895
15233,Prof,A,Male,105000
15234,Prof,A,Male,125192
15235,Prof,A,Male,114330
15236,Prof,A,Male,139219
15237,Prof,A,Male,109305
15238,Prof,A,Male,119450
15239,Prof,A,Male,186023
15240,Prof,A,Male,166605
15241,Prof,A,Male,151292
15242,Prof,A,Male,103106
15243,Prof,A,Male,150564
15244,Prof,A,Male,101738
15245,Prof,A,Male,95329
15246,AsstProf,A,Male,81035
15247,Prof,B,Male,139750
15248,Prof,B,Male,173200
15249,AsstProf,B,Male,79750
15250,Prof,B,Male,115000
15251,Prof,B,Male,141500
15252,AssocProf,B,Male,97000
15253,Prof,B,Male,175000
15254,Prof,B,Male,147765
15255,Prof,B,Male,119250
15256,Prof,B,Female,129000
15257,AssocProf,B,Male,119800
15258,AsstProf,B,Male,79800
15259,AsstProf,B,Male,77700
15260,AsstProf,B,Male,78000
15261,Prof,B,Male,104800
15262,Prof,B,Male,117150
15263,Prof,B,Male,101000
15264,Prof,A,Male,103450
15265,Prof,A,Male,124750
15266,Prof,A,Female,137000
15267,Prof,A,Male,89565
15268,Prof,A,Male,102580
15269,Prof,A,Male,93904
15270,Prof,A,Male,113068
15271,AssocProf,A,Female,74830
15272,Prof,A,Male,106294
15273,Prof,A,Male,134885
15274,AsstProf,B,Male,82379
15275,AsstProf,B,Male,77000
15276,Prof,B,Male,118223
15277,Prof,B,Male,132261
15278,AsstProf,B,Male,79916
15279,Prof,B,Male,117256
15280,AsstProf,B,Male,80225
15281,AsstProf,B,Female,80225
15282,AsstProf,B,Female,77000
15283,Prof,B,Male,155750
15284,AsstProf,B,Male,86373
15285,Prof,B,Male,125196
15286,AssocProf,B,Male,100938
15287,Prof,B,Male,146500
15288,AssocProf,B,Male,93418
15289,Prof,B,Male,101299
15290,Prof,B,Male,231545
15291,Prof,B,Male,94384
15292,Prof,B,Male,114778
15293,Prof,B,Male,98193
15294,Prof,B,Female,151768
15295,Prof,B,Female,140096
15296,AsstProf,B,Male,70768
15297,Prof,B,Male,126621
15298,Prof,B,Male,108875
15299,AsstProf,B,Female,74692
15300,Prof,B,Male,106639
15301,AssocProf,B,Male,103760
15302,AssocProf,B,Male,83900
15303,Prof,B,Male,117704
15304,AssocProf,B,Male,90215
15305,AssocProf,B,Male,100135
15306,AsstProf,B,Male,75044
15307,AssocProf,B,Male,90304
15308,AsstProf,B,Male,75243
15309,Prof,B,Male,109785
15310,AssocProf,B,Female,103613
15311,AsstProf,B,Male,68404
15312,AssocProf,B,Male,100522
15313,Prof,B,Male,101000
15314,Prof,B,Male,99418
15315,Prof,B,Female,111512
15316,Prof,B,Male,91412
15317,Prof,B,Male,126320
15318,Prof,B,Male,146856
15319,Prof,B,Male,100131
15320,Prof,B,Male,92391
15321,Prof,B,Male,113398
15322,AsstProf,B,Male,73266
15323,Prof,B,Male,150480
15324,Prof,B,Male,193000
15325,AsstProf,B,Male,86100
15326,AsstProf,B,Male,84240
15327,Prof,B,Male,150743
15328,Prof,B,Male,135585
15329,Prof,B,Male,144640
15330,AsstProf,B,Male,88825
15331,Prof,B,Female,122960
15332,Prof,B,Male,132825
15333,Prof,B,Male,152708
15334,AsstProf,B,Male,88400
15335,Prof,B,Male,172272
15336,AssocProf,B,Male,107008
15337,AsstProf,B,Female,97032
15338,AssocProf,B,Male,105128
15339,AssocProf,B,Male,105631
15340,Prof,B,Male,166024
15341,Prof,B,Male,123683
15342,AsstProf,B,Male,84000
15343,AssocProf,B,Male,95611
15344,Prof,B,Male,129676
15345,Prof,B,Male,102235
15346,Prof,B,Male,106689
15347,Prof,B,Male,133217
15348,Prof,B,Male,126933
15349,Prof,B,Male,153303
15350,Prof,B,Female,127512
15351,AssocProf,A,Male,83850
15352,Prof,A,Male,113543
15353,AssocProf,A,Male,82099
15354,AssocProf,A,Male,82600
15355,AssocProf,A,Male,81500
15356,Prof,A,Male,131205
15357,Prof,A,Male,112429
15358,AssocProf,A,Male,82100
15359,AsstProf,A,Male,72500
15360,Prof,A,Male,104279
15361,Prof,A,Female,105000
15362,Prof,A,Male,120806
15363,Prof,A,Male,148500
15364,Prof,A,Male,117515
15365,AsstProf,A,Male,72500
15366,AsstProf,A,Female,73500
15367,Prof,A,Male,115313
15368,Prof,A,Male,124309
15369,Prof,A,Male,97262
15370,AssocProf,A,Female,62884
15371,Prof,A,Male,96614
15372,Prof,A,Male,78162
15373,Prof,A,Male,155500
15374,AsstProf,A,Female,72500
15375,Prof,A,Male,113278
15376,AsstProf,A,Male,73000
15377,AssocProf,A,Male,83001
15378,Prof,A,Male,76840
15379,AssocProf,A,Female,77500
15380,AsstProf,A,Female,72500
15381,Prof,A,Male,168635
15382,Prof,A,Male,136000
15383,Prof,A,Male,108262
15384,Prof,A,Male,105668
15385,AssocProf,A,Male,73877
15386,Prof,A,Male,152664
15387,AssocProf,A,Male,100102
15388,AssocProf,A,Male,81500
15389,Prof,A,Male,106608
15390,AsstProf,B,Male,89942
15391,Prof,B,Male,112696
15392,Prof,B,Male,119015
15393,AsstProf,B,Male,92000
15394,Prof,B,Male,156938
15395,Prof,B,Female,144651
15396,AsstProf,B,Male,95079
15397,Prof,B,Male,128148
15398,AsstProf,B,Male,92000
15399,Prof,B,Male,111168
15400,AssocProf,B,Female,103994
15401,AsstProf,B,Male,92000
15402,Prof,B,Male,118971
15403,AssocProf,B,Male,113341
15404,AsstProf,B,Male,88000
15405,AssocProf,B,Male,95408
15406,Prof,B,Male,137167
15407,AsstProf,B,Male,89516
15408,Prof,B,Male,176500
15409,AssocProf,B,Male,98510
15410,AsstProf,B,Male,89942
15411,AsstProf,B,Male,88795
15412,Prof,B,Male,105890
15413,Prof,B,Male,167284
15414,Prof,B,Male,130664
15415,AssocProf,B,Male,101210
15416,Prof,B,Male,181257
15417,AsstProf,B,Male,91227
15418,Prof,B,Male,151575
15419,Prof,B,Male,93164
15420,Prof,B,Male,134185
15421,AssocProf,B,Male,105000
15422,Prof,B,Male,111751
15423,AssocProf,B,Male,95436
15424,AssocProf,B,Male,100944
15425,Prof,B,Male,147349
15426,AsstProf,B,Female,92000
15427,Prof,B,Male,142467
15428,Prof,B,Male,141136
15429,AssocProf,B,Male,100000
15430,Prof,B,Male,150000
15431,Prof,B,Male,101000
15432,Prof,B,Male,134000
15433,AssocProf,B,Female,103750
15434,Prof,B,Male,107500
15435,AssocProf,B,Male,106300
15436,Prof,B,Male,153750
15437,Prof,B,Male,180000
15438,Prof,B,Male,133700
15439,Prof,B,Male,122100
15440,AssocProf,B,Male,86250
15441,AssocProf,B,Male,90000
15442,AssocProf,B,Male,113600
15443,AsstProf,B,Male,92700
15444,AsstProf,B,Male,92000
15445,Prof,B,Male,189409
15446,Prof,B,Male,114500
15447,AsstProf,B,Male,92700
15448,Prof,B,Male,119700
15449,Prof,B,Male,160400
15450,Prof,B,Male,152500
15451,Prof,B,Male,165000
15452,Prof,B,Male,96545
15453,Prof,B,Male,162200
15454,Prof,B,Male,120000
15455,AsstProf,B,Male,91300
15456,Prof,B,Male,163200
15457,AsstProf,B,Male,91000
15458,Prof,B,Male,111350
15459,Prof,B,Male,128400
15460,Prof,B,Male,126200
15461,AssocProf,B,Male,118700
15462,Prof,B,Male,145350
15463,Prof,B,Male,146000
15464,AssocProf,B,Male,105350
15465,AssocProf,B,Female,109650
15466,Prof,B,Male,119500
15467,Prof,B,Male,170000
15468,Prof,B,Male,145200
15469,AssocProf,B,Male,107150
15470,Prof,B,Male,129600
15471,Prof,A,Male,87800
15472,Prof,A,Male,122400
15473,AsstProf,A,Male,63900
15474,AssocProf,A,Male,70000
15475,Prof,A,Male,88175
15476,Prof,A,Male,133900
15477,Prof,A,Female,91000
15478,AssocProf,A,Female,73300
15479,Prof,A,Male,148750
15480,Prof,A,Female,117555
15481,AsstProf,A,Male,69700
15482,Prof,A,Male,81700
15483,Prof,A,Male,114000
15484,AsstProf,A,Female,63100
15485,Prof,A,Male,77202
15486,Prof,A,Male,96200
15487,AsstProf,A,Male,69200
15488,Prof,A,Male,122875
15489,Prof,A,Male,102600
15490,Prof,A,Male,108200
15491,Prof,A,Male,84273
15492,Prof,A,Female,90450
15493,Prof,A,Male,91100
15494,Prof,A,Male,101100
15495,Prof,A,Male,128800
15496,Prof,A,Male,204000
15497,Prof,A,Male,109000
15498,Prof,A,Male,102000
15499,Prof,A,Male,132000
15500,AsstProf,A,Female,77500
15501,Prof,A,Female,116450
15502,AssocProf,A,Male,83000
15503,Prof,A,Male,140300
15504,AssocProf,A,Male,74000
15505,AsstProf,A,Male,73800
15506,Prof,A,Male,92550
15507,AssocProf,A,Male,88600
15508,Prof,A,Male,107550
15509,Prof,A,Male,121200
15510,Prof,A,Male,126000
15511,Prof,A,Male,99000
15512,Prof,A,Male,134800
15513,Prof,A,Male,143940
15514,Prof,A,Male,104350
15515,Prof,A,Male,89650
15516,Prof,A,Male,103700
15517,Prof,A,Male,143250
15518,Prof,A,Male,194800
15519,AsstProf,A,Male,73000
15520,AsstProf,A,Male,74000
15521,AsstProf,A,Female,78500
15522,Prof,A,Male,93000
15523,Prof,A,Male,107200
15524,Prof,A,Male,163200
15525,Prof,A,Male,107100
15526,Prof,A,Male,100600
15527,Prof,A,Male,136500
15528,Prof,A,Male,103600
15529,Prof,A,Male,57800
15530,Prof,A,Male,155865
15531,AssocProf,A,Male,88650
15532,AssocProf,A,Male,81800
15533,Prof,A,Male,115800
15534,AsstProf,A,Male,85000
15535,Prof,A,Male,150500
15536,AsstProf,A,Male,74000
15537,Prof,A,Male,174500
15538,Prof,A,Male,168500
15539,Prof,A,Male,183800
15540,AssocProf,A,Male,104800
15541,Prof,A,Male,107300
15542,Prof,A,Male,97150
15543,Prof,A,Male,126300
15544,Prof,A,Male,148800
15545,Prof,A,Male,72300
15546,AssocProf,A,Male,70700
15547,Prof,A,Male,88600
15548,Prof,A,Male,127100
15549,Prof,A,Male,170500
15550,Prof,A,Male,105260
15551,Prof,A,Male,144050
15552,Prof,A,Male,111350
15553,AsstProf,A,Male,74500
15554,Prof,A,Male,122500
15555,AsstProf,A,Male,74000
15556,Prof,A,Male,166800
15557,Prof,A,Male,92050
15558,Prof,A,Male,108100
15559,Prof,A,Male,94350
15560,Prof,A,Male,100351
15561,Prof,A,Male,146800
15562,AsstProf,B,Male,84716
15563,AssocProf,B,Female,71065
15564,Prof,B,Male,67559
15565,Prof,B,Male,134550
15566,Prof,B,Male,135027
15567,Prof,B,Male,104428
15568,AssocProf,B,Male,95642
15569,AssocProf,B,Male,126431
15570,Prof,B,Female,161101
15571,Prof,B,Male,162221
15572,AsstProf,B,Male,84500
15573,Prof,B,Male,124714
15574,Prof,B,Male,151650
15575,AssocProf,B,Male,99247
15576,Prof,B,Male,134778
15577,Prof,B,Male,192253
15578,Prof,B,Male,116518
15579,Prof,B,Female,105450
15580,Prof,B,Male,145098
15581,AssocProf,B,Female,104542
15582,Prof,B,Male,151445
15583,Prof,B,Male,98053
15584,Prof,B,Male,145000
15585,Prof,B,Male,128464
15586,Prof,B,Male,137317
15587,Prof,B,Male,106231
15588,Prof,B,Female,124312
15589,Prof,B,Male,114596
15590,Prof,B,Male,162150
15591,Prof,B,Male,150376
15592,Prof,B,Male,107986
15593,Prof,B,Male,142023
15594,Prof,B,Male,128250
15595,AsstProf,B,Male,80139
15596,Prof,B,Male,144309
15597,Prof,B,Male,186960
15598,Prof,B,Male,93519
15599,Prof,B,Male,142500
15600,Prof,B,Male,138000
15601,AsstProf,B,Male,83600
15602,Prof,B,Male,145028
15603,Prof,A,Male,88709
15604,Prof,A,Male,107309
15605,Prof,A,Female,109954
15606,AsstProf,A,Male,78785
15607,Prof,A,Male,121946
15608,Prof,A,Female,109646
15609,Prof,A,Male,138771
15610,AssocProf,A,Male,81285
15611,Prof,A,Male,205500
15612,Prof,A,Male,101036
15613,Prof,A,Male,115435
15614,AssocProf,A,Male,108413
15615,Prof,A,Male,131950
15616,Prof,A,Male,134690
15617,AssocProf,A,Male,78182
15618,Prof,A,Male,110515
15619,Prof,A,Male,109707
15620,Prof,A,Male,136660
15621,Prof,A,Male,103275
15622,Prof,A,Male,103649
15623,AsstProf,A,Male,74856
15624,AsstProf,A,Male,77081
15625,Prof,A,Male,150680
15626,AssocProf,A,Male,104121
15627,AsstProf,A,Male,75996
15628,Prof,A,Male,172505
15629,AssocProf,A,Male,86895
15630,Prof,A,Male,105000
15631,Prof,A,Male,125192
15632,Prof,A,Male,114330
15633,Prof,A,Male,139219
15634,Prof,A,Male,109305
15635,Prof,A,Male,119450
15636,Prof,A,Male,186023
15637,Prof,A,Male,166605
15638,Prof,A,Male,151292
15639,Prof,A,Male,103106
15640,Prof,A,Male,150564
15641,Prof,A,Male,101738
15642,Prof,A,Male,95329
15643,AsstProf,A,Male,81035
15644,Prof,A,Male,102000
15645,Prof,A,Male,132000
15646,AsstProf,A,Female,77500
15647,Prof,A,Female,116450
15648,AssocProf,A,Male,83000
15649,Prof,A,Male,140300
15650,AssocProf,A,Male,74000
15651,AsstProf,A,Male,73800
15652,Prof,A,Male,92550
15653,AssocProf,A,Male,88600
15654,Prof,A,Male,107550
15655,Prof,A,Male,121200
15656,Prof,A,Male,126000
15657,Prof,A,Male,99000
15658,Prof,A,Male,134800
15659,Prof,A,Male,143940
15660,Prof,A,Male,104350
15661,Prof,A,Male,89650
15662,Prof,A,Male,103700
15663,Prof,A,Male,143250
15664,Prof,A,Male,194800
15665,AsstProf,A,Male,73000
15666,AsstProf,A,Male,74000
15667,AsstProf,A,Female,78500
15668,Prof,A,Male,93000
15669,Prof,A,Male,107200
15670,Prof,A,Male,163200
15671,Prof,A,Male,107100
15672,Prof,A,Male,100600
15673,Prof,A,Male,136500
15674,Prof,A,Male,103600
15675,Prof,A,Male,57800
15676,Prof,A,Male,155865
15677,AssocProf,A,Male,88650
15678,AssocProf,A,Male,81800
15679,Prof,A,Male,115800
15680,AsstProf,A,Male,85000
15681,Prof,A,Male,150500
15682,AsstProf,A,Male,74000
15683,Prof,A,Male,174500
15684,Prof,A,Male,168500
15685,Prof,A,Male,183800
15686,AssocProf,A,Male,104800
15687,Prof,A,Male,107300
15688,Prof,A,Male,97150
15689,Prof,A,Male,126300
15690,Prof,A,Male,148800
15691,Prof,A,Male,72300
15692,AssocProf,A,Male,70700
15693,Prof,A,Male,88600
15694,Prof,A,Male,127100
15695,Prof,A,Male,170500
15696,Prof,A,Male,105260
15697,Prof,A,Male,144050
15698,Prof,A,Male,111350
15699,AsstProf,A,Male,74500
15700,Prof,A,Male,122500
15701,AsstProf,A,Male,74000
15702,Prof,A,Male,166800
15703,Prof,A,Male,92050
15704,Prof,A,Male,108100
15705,Prof,A,Male,94350
15706,Prof,A,Male,100351
15707,Prof,A,Male,146800
15708,AsstProf,B,Male,84716
15709,AssocProf,B,Female,71065
15710,Prof,B,Male,67559
15711,Prof,B,Male,134550
15712,Prof,B,Male,135027
15713,Prof,B,Male,104428
15714,AssocProf,B,Male,95642
15715,AssocProf,B,Male,126431
15716,Prof,B,Female,161101
15717,Prof,B,Male,162221
15718,AsstProf,B,Male,84500
15719,Prof,B,Male,124714
15720,Prof,B,Male,151650
15721,AssocProf,B,Male,99247
15722,Prof,B,Male,134778
15723,Prof,B,Male,192253
15724,Prof,B,Male,116518
15725,Prof,B,Female,105450
15726,Prof,B,Male,145098
15727,AssocProf,B,Female,104542
15728,Prof,B,Male,151445
15729,Prof,B,Male,98053
15730,Prof,B,Male,145000
15731,Prof,B,Male,128464
15732,Prof,B,Male,137317
15733,Prof,B,Male,106231
15734,Prof,B,Female,124312
15735,Prof,B,Male,114596
15736,Prof,B,Male,162150
15737,Prof,B,Male,150376
15738,Prof,B,Male,107986
15739,Prof,B,Male,142023
15740,Prof,B,Male,128250
15741,AsstProf,B,Male,80139
15742,Prof,B,Male,144309
15743,Prof,B,Male,186960
15744,Prof,B,Male,93519
15745,Prof,B,Male,142500
15746,Prof,B,Male,138000
